section,language_type,en,ja,positions,followed
section44,word,Not much,別に,[],"Hi, Jane. What's up? ""Not much. How about you?"" ""I got married to Jennifer."" ""Wow! Congratulations!"""
section44,word,get married (to～),(～と)結婚する,[],"Hi, Jane. What's up? ""Not much. How about you?"" ""I got married to Jennifer."" ""Wow! Congratulations!"""
section44,word,Congratulations,おめでとう！,[],"Hi, Jane. What's up? ""Not much. How about you?"" ""I got married to Jennifer."" ""Wow! Congratulations!"""
section44,word,be in trouble,(相当)大変な[まずい]ことになっている,[],"Whenever you're in trouble or feeling down, I'll be there for you."
section44,word,feel down,気分が落ち込んでいる,[],"Whenever you're in trouble or feeling down, I'll be there for you."
section44,word,be there (for A),(困った時には)(Aの)そばにいる,[],"Whenever you're in trouble or feeling down, I'll be there for you."
section44,word,delight,(大きな)喜び,[],"Delight is the opposite of ""sorrow."""
section44,word,opposite,反対のもの,[],"Delight is the opposite of ""sorrow."""
section44,word,sorrow,(深い)悲しみ,[],"Delight is the opposite of ""sorrow."""
section44,word,go so far as to do,(なんと)～さえもする,[],"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
section44,word,idiot,ばか,[],"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
section44,word,take ～ back,～(発言など)を撤回する,[],"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
section44,word,(It) serves you right.,当然の報いだ,[],"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
section44,word,provoke,～(人)を挑発する,[],"Jennifer went so far as to call me an idiot and she wouldn't take it back. ""Serves you right! You provoked her, didn't you?"""
section44,word,put up with,～に我慢する[耐える],[],"Why do you put up with her arrogance? She's just taking advantage of you. ""Shut up!"""
section44,word,arrogance,緩慢さ,[],"Why do you put up with her arrogance? She's just taking advantage of you. ""Shut up!"""
section44,word,take advantage of,～を悪用する（～を利用する）,[],"Why do you put up with her arrogance? She's just taking advantage of you. ""Shut up!"""
section44,word,Shut up!,黙れ！、うるさい！,[],"Why do you put up with her arrogance? She's just taking advantage of you. ""Shut up!"""
section44,word,take one's time,慌てない,[],Take your time. I know you need a couple of days to reflect on it.
section44,word,a couple of,2、3の,[],Take your time. I know you need a couple of days to reflect on it.
section44,word,reflect on[upon],～をよく[深く]考える,[],Take your time. I know you need a couple of days to reflect on it.
section44,word,get through,～(辛いこと)を乗り切る,[],Bob has to get through this ordeal on his own.
section44,word,ordeal,厳しい試練,[],Bob has to get through this ordeal on his own.
section45,word,(all) on one's own,(たった)一人で、自分(だけ)で,[],Flies and mosquitoes interfered with his meditation.
section45,word,fly,ハエ,[],Flies and mosquitoes interfered with his meditation.
section45,word,mosquito,蚊,[],Flies and mosquitoes interfered with his meditation.
section45,word,interfere (with ～),(～の)邪魔[妨害]をする,[],Flies and mosquitoes interfered with his meditation.
section45,word,meditation,(宗教的な)瞑想,[],Flies and mosquitoes interfered with his meditation.
section45,word,sacred,神聖な,[],The sacred ritual took place after being postponed twice.
section45,word,ritual,(宗教的・伝統的な)儀式,[],The sacred ritual took place after being postponed twice.
section45,word,take place,(行事・会合などが)行われる,[],The sacred ritual took place after being postponed twice.
section45,word,postpone,～の延期を決定する,[],The sacred ritual took place after being postponed twice.
section45,word,all at once,突然,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,Buddhist,仏教徒,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,priest,(キリスト教以外の)聖職者、僧侶,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,burst into,突然～の状態になる,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,spoil,～を台無しにする,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,solemn,厳粛な,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,atmosphere,雰囲気,[],"All at once, the Buddhist priest burst into laughter, spoiling the solemn atmosphere."
section45,word,cough,咳をする,[],"Cover your mouth when you cough, sneeze, or yawn."
section45,word,sneeze,くしゃみをする,[],"Cover your mouth when you cough, sneeze, or yawn."
section45,word,yawn,あくびをする,[],"Cover your mouth when you cough, sneeze, or yawn."
section45,word,relative,親戚(の一人),[],"One of her relatives passed away three days ago. ""Oh, that's too bad. I'm so sorry."""
section45,word,pass away,(人が)亡くなる,[],"One of her relatives passed away three days ago. ""Oh, that's too bad. I'm so sorry."""
section45,word,That's too bad,それは大変だね,[],"One of her relatives passed away three days ago. ""Oh, that's too bad. I'm so sorry."""
section45,word,I'm so sorry,それはお気の毒に,[],"One of her relatives passed away three days ago. ""Oh, that's too bad. I'm so sorry."""
section45,word,besides,～に加えて,[],"Besides attending the funeral, she needs to make all the arrangements."
section45,word,attend,～(会議など)に出席する,[],"Besides attending the funeral, she needs to make all the arrangements."
section45,word,funeral,葬式,[],"Besides attending the funeral, she needs to make all the arrangements."
section45,word,make arrangements,段取りをつける,[],"Besides attending the funeral, she needs to make all the arrangements."
section45,word,feel for,～の気持ちがわかる,[],"I feel for you, Jane. Grief doesn't fade away quickly. ""I'm OK. I'll get over it."""
section45,word,grief,(死別などによる)深い悲しみ,[],"I feel for you, Jane. Grief doesn't fade away quickly. ""I'm OK. I'll get over it."""
section45,word,fade away,徐々に消える,[],"I feel for you, Jane. Grief doesn't fade away quickly. ""I'm OK. I'll get over it."""
section45,word,get over,～(病気など)を克服する,[],"I feel for you, Jane. Grief doesn't fade away quickly. ""I'm OK. I'll get over it."""
section45,word,cherish,(宝物のように)～を大切にする,[],She cherishes the precious memories of her childhood.
section45,word,precious,貴重な、大切な,[],She cherishes the precious memories of her childhood.
section45,word,memory,思い出,[],She cherishes the precious memories of her childhood.
section45,word,childhood,少年[少女]時代,[],She cherishes the precious memories of her childhood.
section45,word,speaking of,～と言えば,[],"Speaking of Jennifer, she got engaged to a businessman. ""I'm at a loss for words! I hope she won't break it off."""
